"NTD ID","Agency","City","State","UPT","MILES","Mode","Fuel_Type","Fuel_Consumption","EIA_Fuel","CO2_Per_Unit_Pounds","CO2_MWh.x","CO2_Diesel","CO2_Gasoline","CO2_CNG","CO2_LPG","CO2_Electric","Total_CO2","CO2_MWh.y","primary_source","electricity_price_MWh","generation_MWh","abbreviation","CO2_per_UPT","CO2_per_MILE","Agency_Size"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Motor Bus","Bunker Fuel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Motor Bus","C Natural Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Motor Bus","Diesel Fuel",1335531,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Motor Bus","Electric Battery",1202138,NA,0,805.370310197789,0,0,0,0,968166.25396055,968166.25396055,NA,NA,NA,NA,NA,0.102955457819549,0.0209025314785036,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Motor Bus","Electric Propulsion",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Motor Bus","Ethanol",0,"Data source: Carbon factors provided by the U.S. Environmental Protection Agency, Inventory of U.S. Greenhouse Gas Emissions and Sinks: 1990-2022, Tables A-20, A-25, A-32, and A-226aExcludes fuel ethanol blended into motor gasoline. The fuel ethanol component of finished motor gasoline is treated as nonemissive. See methodology documentation for further details on calculations.bCarbon factors for municipal solid waste, tire-derived fuel, and waste oil are provided by the U.S. Environmental Protection Agency, Greenhouse Gas Emissions Factor HubcThe carbon factor for municipal solid waste has been adjusted to apply both to biogenic and non-biogenic waste
          Note: To convert to carbon equivalents multiply by 12/44.
          
          Coefficients may vary slightly with estimation method and across time.
			
			Coefficients are based on data from 2022. EIA uses these coefficients for estimating 2023, and more recent, energy-related CO2 emissions.",0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Motor Bus","Methonal",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Motor Bus","Gasoline",0,"Finished Motor Gasoline",18.73,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Motor Bus","Hydrogen",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Motor Bus","Kerosene",0,"Kerosene",21.78,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Motor Bus","Liquified Nat Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Motor Bus","Liquified Petroleum Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Vanpool","Bio-Diesel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Vanpool","Bunker Fuel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Vanpool","C Natural Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Vanpool","Diesel Fuel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Vanpool","Electric Battery",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Vanpool","Electric Propulsion",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Vanpool","Ethanol",0,"Data source: Carbon factors provided by the U.S. Environmental Protection Agency, Inventory of U.S. Greenhouse Gas Emissions and Sinks: 1990-2022, Tables A-20, A-25, A-32, and A-226aExcludes fuel ethanol blended into motor gasoline. The fuel ethanol component of finished motor gasoline is treated as nonemissive. See methodology documentation for further details on calculations.bCarbon factors for municipal solid waste, tire-derived fuel, and waste oil are provided by the U.S. Environmental Protection Agency, Greenhouse Gas Emissions Factor HubcThe carbon factor for municipal solid waste has been adjusted to apply both to biogenic and non-biogenic waste
          Note: To convert to carbon equivalents multiply by 12/44.
          
          Coefficients may vary slightly with estimation method and across time.
			
			Coefficients are based on data from 2022. EIA uses these coefficients for estimating 2023, and more recent, energy-related CO2 emissions.",0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Vanpool","Methonal",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Vanpool","Gasoline",56463,"Finished Motor Gasoline",18.73,805.370310197789,0,1057551.99,0,0,0,1057551.99,NA,NA,NA,NA,NA,0.112460797774162,0.0228323530909082,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Vanpool","Hydrogen",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Vanpool","Kerosene",0,"Kerosene",21.78,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Vanpool","Liquified Nat Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
2,"Spokane Transit Authority","Spokane","WA",9403739,46318134,"Vanpool","Liquified Petroleum Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
3,"Pierce County Transportation Benefit Area Authority, dba: Pierce Transit","Lakewood","WA",6792245,40362320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Small"
5,"City of Everett, dba: Everett Transit","Everett","WA",1404970,5193721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Small"
6,"City of Yakima, dba: Yakima Transit","Yakima","WA",646711,3435365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Demand Response","Bio-Diesel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Demand Response","Bunker Fuel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Demand Response","C Natural Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Demand Response","Diesel Fuel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Demand Response","Electric Battery",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Demand Response","Electric Propulsion",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Demand Response","Ethanol",0,"Data source: Carbon factors provided by the U.S. Environmental Protection Agency, Inventory of U.S. Greenhouse Gas Emissions and Sinks: 1990-2022, Tables A-20, A-25, A-32, and A-226aExcludes fuel ethanol blended into motor gasoline. The fuel ethanol component of finished motor gasoline is treated as nonemissive. See methodology documentation for further details on calculations.bCarbon factors for municipal solid waste, tire-derived fuel, and waste oil are provided by the U.S. Environmental Protection Agency, Greenhouse Gas Emissions Factor HubcThe carbon factor for municipal solid waste has been adjusted to apply both to biogenic and non-biogenic waste
          Note: To convert to carbon equivalents multiply by 12/44.
          
          Coefficients may vary slightly with estimation method and across time.
			
			Coefficients are based on data from 2022. EIA uses these coefficients for estimating 2023, and more recent, energy-related CO2 emissions.",0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Demand Response","Methonal",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Demand Response","Gasoline",94756,"Finished Motor Gasoline",18.73,805.370310197789,0,1774779.88,0,0,0,1774779.88,NA,NA,NA,NA,NA,0.281192760075752,0.0779097286947751,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Demand Response","Hydrogen",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Demand Response","Kerosene",0,"Kerosene",21.78,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Demand Response","Liquified Nat Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Demand Response","Liquified Petroleum Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Motor Bus","Bio-Diesel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Motor Bus","Bunker Fuel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Motor Bus","C Natural Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Motor Bus","Diesel Fuel",450303,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Motor Bus","Electric Battery",920696,NA,0,805.370310197789,0,0,0,0,741501.223117864,741501.223117864,NA,NA,NA,NA,NA,0.117482048268464,0.0325506051600927,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Motor Bus","Electric Propulsion",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Motor Bus","Ethanol",0,"Data source: Carbon factors provided by the U.S. Environmental Protection Agency, Inventory of U.S. Greenhouse Gas Emissions and Sinks: 1990-2022, Tables A-20, A-25, A-32, and A-226aExcludes fuel ethanol blended into motor gasoline. The fuel ethanol component of finished motor gasoline is treated as nonemissive. See methodology documentation for further details on calculations.bCarbon factors for municipal solid waste, tire-derived fuel, and waste oil are provided by the U.S. Environmental Protection Agency, Greenhouse Gas Emissions Factor HubcThe carbon factor for municipal solid waste has been adjusted to apply both to biogenic and non-biogenic waste
          Note: To convert to carbon equivalents multiply by 12/44.
          
          Coefficients may vary slightly with estimation method and across time.
			
			Coefficients are based on data from 2022. EIA uses these coefficients for estimating 2023, and more recent, energy-related CO2 emissions.",0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Motor Bus","Methonal",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Motor Bus","Gasoline",5806,"Finished Motor Gasoline",18.73,805.370310197789,0,108746.38,0,0,0,108746.38,NA,NA,NA,NA,NA,0.017229570317445,0.00477377564272304,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Motor Bus","Hydrogen",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Motor Bus","Kerosene",0,"Kerosene",21.78,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Motor Bus","Liquified Nat Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Motor Bus","Liquified Petroleum Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Rapid Bus","Bio-Diesel",212371,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Rapid Bus","Bunker Fuel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Rapid Bus","C Natural Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Rapid Bus","Diesel Fuel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Rapid Bus","Electric Battery",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Rapid Bus","Electric Propulsion",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Rapid Bus","Ethanol",0,"Data source: Carbon factors provided by the U.S. Environmental Protection Agency, Inventory of U.S. Greenhouse Gas Emissions and Sinks: 1990-2022, Tables A-20, A-25, A-32, and A-226aExcludes fuel ethanol blended into motor gasoline. The fuel ethanol component of finished motor gasoline is treated as nonemissive. See methodology documentation for further details on calculations.bCarbon factors for municipal solid waste, tire-derived fuel, and waste oil are provided by the U.S. Environmental Protection Agency, Greenhouse Gas Emissions Factor HubcThe carbon factor for municipal solid waste has been adjusted to apply both to biogenic and non-biogenic waste
          Note: To convert to carbon equivalents multiply by 12/44.
          
          Coefficients may vary slightly with estimation method and across time.
			
			Coefficients are based on data from 2022. EIA uses these coefficients for estimating 2023, and more recent, energy-related CO2 emissions.",0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Rapid Bus","Methonal",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Rapid Bus","Gasoline",0,"Finished Motor Gasoline",18.73,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Rapid Bus","Hydrogen",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Rapid Bus","Kerosene",0,"Kerosene",21.78,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Rapid Bus","Liquified Nat Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Rapid Bus","Liquified Petroleum Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Vanpool","Bio-Diesel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Vanpool","Bunker Fuel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Vanpool","C Natural Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Vanpool","Diesel Fuel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Vanpool","Electric Battery",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Vanpool","Electric Propulsion",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Vanpool","Ethanol",0,"Data source: Carbon factors provided by the U.S. Environmental Protection Agency, Inventory of U.S. Greenhouse Gas Emissions and Sinks: 1990-2022, Tables A-20, A-25, A-32, and A-226aExcludes fuel ethanol blended into motor gasoline. The fuel ethanol component of finished motor gasoline is treated as nonemissive. See methodology documentation for further details on calculations.bCarbon factors for municipal solid waste, tire-derived fuel, and waste oil are provided by the U.S. Environmental Protection Agency, Greenhouse Gas Emissions Factor HubcThe carbon factor for municipal solid waste has been adjusted to apply both to biogenic and non-biogenic waste
          Note: To convert to carbon equivalents multiply by 12/44.
          
          Coefficients may vary slightly with estimation method and across time.
			
			Coefficients are based on data from 2022. EIA uses these coefficients for estimating 2023, and more recent, energy-related CO2 emissions.",0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Vanpool","Methonal",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Vanpool","Gasoline",4744,"Finished Motor Gasoline",18.73,805.370310197789,0,88855.12,0,0,0,88855.12,NA,NA,NA,NA,NA,0.0140780367871097,0.00390058416277611,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Vanpool","Hydrogen",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Vanpool","Kerosene",0,"Kerosene",21.78,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Vanpool","Liquified Nat Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
7,"Lane Transit District","Eugene","OR",6311613,22779952,"Vanpool","Liquified Petroleum Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
8,"Tri-County Metropolitan Transportation District of Oregon, dba: TriMet","Portland","OR",57442650,231430380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Large"
11,"Valley Regional Transit","Meridian","ID",1096198,4478664,"Demand Response","Bio-Diesel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
11,"Valley Regional Transit","Meridian","ID",1096198,4478664,"Demand Response","Bunker Fuel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
11,"Valley Regional Transit","Meridian","ID",1096198,4478664,"Demand Response","C Natural Gas",45006,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
11,"Valley Regional Transit","Meridian","ID",1096198,4478664,"Demand Response","Diesel Fuel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
11,"Valley Regional Transit","Meridian","ID",1096198,4478664,"Demand Response","Electric Battery",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
11,"Valley Regional Transit","Meridian","ID",1096198,4478664,"Demand Response","Electric Propulsion",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
11,"Valley Regional Transit","Meridian","ID",1096198,4478664,"Demand Response","Ethanol",0,"Data source: Carbon factors provided by the U.S. Environmental Protection Agency, Inventory of U.S. Greenhouse Gas Emissions and Sinks: 1990-2022, Tables A-20, A-25, A-32, and A-226aExcludes fuel ethanol blended into motor gasoline. The fuel ethanol component of finished motor gasoline is treated as nonemissive. See methodology documentation for further details on calculations.bCarbon factors for municipal solid waste, tire-derived fuel, and waste oil are provided by the U.S. Environmental Protection Agency, Greenhouse Gas Emissions Factor HubcThe carbon factor for municipal solid waste has been adjusted to apply both to biogenic and non-biogenic waste
          Note: To convert to carbon equivalents multiply by 12/44.
          
          Coefficients may vary slightly with estimation method and across time.
			
			Coefficients are based on data from 2022. EIA uses these coefficients for estimating 2023, and more recent, energy-related CO2 emissions.",0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
11,"Valley Regional Transit","Meridian","ID",1096198,4478664,"Demand Response","Methonal",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
11,"Valley Regional Transit","Meridian","ID",1096198,4478664,"Demand Response","Gasoline",21373,"Finished Motor Gasoline",18.73,805.370310197789,0,400316.29,0,0,0,400316.29,NA,NA,NA,NA,NA,0.365186116011888,0.0893829700106996,"Small"
11,"Valley Regional Transit","Meridian","ID",1096198,4478664,"Demand Response","Hydrogen",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
11,"Valley Regional Transit","Meridian","ID",1096198,4478664,"Demand Response","Kerosene",0,"Kerosene",21.78,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
11,"Valley Regional Transit","Meridian","ID",1096198,4478664,"Demand Response","Liquified Nat Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
11,"Valley Regional Transit","Meridian","ID",1096198,4478664,"Demand Response","Liquified Petroleum Gas",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
11,"Valley Regional Transit","Meridian","ID",1096198,4478664,"Motor Bus","Bio-Diesel",0,NA,0,805.370310197789,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,"Small"
